"Stn Name","CIMIS Region","Date","Hour","Jul","ETo (in)","qc","Precip (in)","Solar","Vap Pres (mBars)","T_out","RTP","Air Temp (F)","qc","Rel Hum (%)","qc","Dew Point (F)","qc","Wind Speed (mph)","qc","Wind Dir (0-360)","qc","Soil Temp (F)","qc"
"Pomona","Los Angeles Basin","1/17/2020",1400,17,0.01," ",0,1023,9.5,15.1111111111111,0.016862316,59.2," ",55," ",43.2," ",4.2," ",90," ",51.1," "
"Pomona","Los Angeles Basin","1/17/2020",1500,17,0.01," ",0,908,9.7,15.7777777777778,0.01897965,60.4," ",54," ",43.8," ",3.8," ",125," ",51.2," "
"Pomona","Los Angeles Basin","1/17/2020",1600,17,0," ",0,529,9.1,16.1111111111111,0.025024854,61," ",49," ",42," ",2.6," ",229," ",51.3," "
"Pomona","Los Angeles Basin","1/17/2020",1700,17,0," ",0,227,9.1,15.6666666666667,0.0389228,60.2," ",51," ",42.2," ",2.1," ",237," ",51.5," "
"Pomona","Los Angeles Basin","1/17/2020",1800,17,0," ",0,6,9.7,12.7777777777778,0.048373474,55," ",65," ",43.7," ",2.6," ",217," ",51.6," "
"Pomona","Los Angeles Basin","1/17/2020",1900,17,0," ",0,0,9.3,11.1666666666667,0.047483802,52.1," ",70," ",42.5," ",1.6," ",204," ",51.7," "
"Pomona","Los Angeles Basin","1/17/2020",2000,17,0," ",0,0,9.4,8.94444444444445,0.043614984,48.1," ",82," ",43," ",1.2," ",321," ",51.8," "
"Pomona","Los Angeles Basin","1/17/2020",2100,17,0," ",0,0,9.2,7.33333333333334,0.039266934,45.2," ",90," ",42.4," ",1.1," ",2," ",51.9," "
"Pomona","Los Angeles Basin","1/17/2020",2200,17,0," ",0.01,0,9.4,7.11111111111111,0.039226616,44.8," ",93," ",43," ",2.2," ",18," ",51.9," "
"Pomona","Los Angeles Basin","1/17/2020",2300,17,0," ",0.02,0,9.6,7.66666666666667,0.033994938,45.8," ",91," ",43.4," ",1.5," ",40," ",51.9," "
"Pomona","Los Angeles Basin","1/17/2020",2400,17,0," ",0,0,9.2,7,0.032679844,44.6," ",92," ",42.3," ",2.6," ",2," ",51.8," "
"Pomona","Los Angeles Basin","1/18/2020",100,18,0," ",0,0,8.8,6.66666666666667,0.031148904,44," ",90," ",41.3," ",2.5," ",352," ",51.7," "
"Pomona","Los Angeles Basin","1/18/2020",200,18,0," ",0,0,8.5,6.16666666666667,0.030635022,43.1," ",89," ",40.2," ",3," ",7," ",51.6," "
"Pomona","Los Angeles Basin","1/18/2020",300,18,0," ",0,0,8.3,6.38888888888889,0.028688288,43.5," ",87," ",39.8," ",3.4," ",15," ",51.5," "
"Pomona","Los Angeles Basin","1/18/2020",400,18,0," ",0,0,8.4,6.33333333333333,0.027581374,43.4," ",87," ",39.9," ",3.3," ",38," ",51.4," "
"Pomona","Los Angeles Basin","1/18/2020",500,18,0," ",0,0,7.7,4.5,0.028607202,40.1," ",92," ",37.8," ",1.9," ",359," ",51.3," "
"Pomona","Los Angeles Basin","1/18/2020",600,18,0," ",0,0,7.5,4.61111111111111,0.032254814,40.3," ",89," ",37.2," ",2.2," ",8," ",51.2," "
"Pomona","Los Angeles Basin","1/18/2020",700,18,0," ",0,2,7,5.11111111111111,0.03134934,41.2," ",80," ",35.4," ",2.9," ",36," ",51.1," "
"Pomona","Los Angeles Basin","1/18/2020",800,18,0," ",0,145,7,5,0.030771958,41," ",81," ",35.5," ",2," ",16," ",51," "
"Pomona","Los Angeles Basin","1/18/2020",900,18,0," ",0,506,7.8,10.3888888888889,0.028124328,50.7," ",62," ",38.2," ",2," ",43," ",50.9," "
"Pomona","Los Angeles Basin","1/18/2020",1000,18,0.01," ",0,856,7.7,12.7777777777778,0.021199024,55," ",52," ",37.7," ",3.6," ",51," ",50.7," "
"Pomona","Los Angeles Basin","1/18/2020",1100,18,0.01," ",0,1116,7.5,15.8333333333333,0.018596718,60.5," ",42," ",37.1," ",3.6," ",66," ",50.6," "
"Pomona","Los Angeles Basin","1/18/2020",1200,18,0.01," ",0,1305,6.9,18.3888888888889,0.014775228,65.1," ",32," ",34.9," ",2.9," ",86," ",50.5," "
"Pomona","Los Angeles Basin","1/18/2020",1300,18,0.01," ",0,1137,6.6,19.6666666666667,0.01314157,67.4," ",29," ",34," ",3.4," ",298," ",50.5," "
"Pomona","Los Angeles Basin","1/18/2020",1400,18,0.01," ",0,1102,7.2,19.9444444444444,0.013337108,67.9," ",31," ",36.2," ",5.8," ",313," ",50.5," "
"Pomona","Los Angeles Basin","1/18/2020",1500,18,0.01," ",0,811,6.8,19.8333333333333,0.017471314,67.7," ",30," ",34.8," ",6," ",319," ",50.5," "
"Pomona","Los Angeles Basin","1/18/2020",1600,18,0.01," ",0,415,7.2,19.3333333333333,0.026675094,66.8," ",32," ",36.2," ",4.4," ",323," ",50.6," "
"Pomona","Los Angeles Basin","1/18/2020",1700,18,0," ",0,120,8.2,17.2777777777778,0.033990466,63.1," ",42," ",39.5," ",1.6," ",9," ",50.7," "
"Pomona","Los Angeles Basin","1/18/2020",1800,18,0," ",0,3,9.1,13.1111111111111,0.041642994,55.6," ",60," ",42.2," ",1.1," ",11," ",50.9," "
"Pomona","Los Angeles Basin","1/18/2020",1900,18,0," ",0,0,8.7,11,0.041162012,51.8," ",66," ",40.9," ",1.8," ",43," ",51," "
"Pomona","Los Angeles Basin","1/18/2020",2000,18,0," ",0,0,7.6,10.6666666666667,0.036915464,51.2," ",59," ",37.5," ",2.6," ",28," ",51.1," "
"Pomona","Los Angeles Basin","1/18/2020",2100,18,0," ",0,0,5.9,11.8333333333333,0.036153962,53.3," ",43," ",31.3," ",2.2," ",354," ",51.1," "
"Pomona","Los Angeles Basin","1/18/2020",2200,18,0," ",0,0,6,10.3888888888889,0.034069574,50.7," ",47," ",31.4," ",1.6," ",35," ",51.2," "
"Pomona","Los Angeles Basin","1/18/2020",2300,18,0," ",0,0,5.9,9.38888888888889,0.033281374,48.9," ",50," ",31.3," ",1.7," ",48," ",51.1," "
"Pomona","Los Angeles Basin","1/18/2020",2400,18,0," ",0,0,6,8.27777777777778,0.032129054,46.9," ",55," ",31.5," ",1.7," ",28," ",51.1," "
"Pomona","Los Angeles Basin","1/19/2020",100,19,0," ",0,0,6.3,6.66666666666667,0.029802228,44," ",65," ",32.9," ",1.3," ",54," ",51," "
"Pomona","Los Angeles Basin","1/19/2020",200,19,0," ",0,0,5.3,9.72222222222222,0.027669094,49.5," ",44," ",28.5," ",3.9," ",50," ",51," "
"Pomona","Los Angeles Basin","1/19/2020",300,19,0," ",0,0,6.1,10.3333333333333,0.027762296,50.6," ",49," ",32," ",3.9," ",41," ",50.8," "
"Pomona","Los Angeles Basin","1/19/2020",400,19,0," ",0,0,4.8,10.7222222222222,0.027424916,51.3," ",37," ",26," ",4.1," ",37," ",50.6," "
"Pomona","Los Angeles Basin","1/19/2020",500,19,0," ",0,0,4.7,10.5555555555556,0.02925756,51," ",37," ",25.6," ",3.9," ",51," ",50.5," "
"Pomona","Los Angeles Basin","1/19/2020",600,19,0," ",0,0,5.3,7.16666666666667,0.031148222,44.9," ",52," ",28.5," ",1.3," ",21," ",50.5," "
"Pomona","Los Angeles Basin","1/19/2020",700,19,0," ",0,2,5.1,7.66666666666667,0.031250138,45.8," ",49," ",27.6," ",1.8," ",38," ",50.5," "
"Pomona","Los Angeles Basin","1/19/2020",800,19,0," ",0,168,5.5,9.05555555555555,0.029189542,48.3," ",47," ",29.2," ",2," ",29," ",50.5," "
"Pomona","Los Angeles Basin","1/19/2020",900,19,0," ",0,484,6.1,13.6666666666667,0.026213376,56.6," ",39," ",31.9," ",1.5," ",21," ",50.5," "
"Pomona","Los Angeles Basin","1/19/2020",1000,19,0.01," ",0,745,5.5,17.1111111111111,0.02057842,62.8," ",28," ",29.3," ",3.9," ",42," ",50.4," "
"Pomona","Los Angeles Basin","1/19/2020",1100,19,0.01," ",0,1055,5.9,19.3333333333333,0.014978406,66.8," ",26," ",31.3," ",5.1," ",56," ",50.3," "
"Pomona","Los Angeles Basin","1/19/2020",1200,19,0.01," ",0,857,6.3,20.5555555555556,0.014101128,69," ",26," ",32.7," ",5.2," ",75," ",50.3," "
"Pomona","Los Angeles Basin","1/19/2020",1300,19,0.02," ",0,1293,6.4,22.7222222222222,0.012837636,72.9," ",23," ",33.1," ",6.1," ",84," ",50.3," "
"Pomona","Los Angeles Basin","1/19/2020",1400,19,0.01," ",0,597,6.6,23.2777777777778,0.01612324,73.9," ",23," ",33.9," ",4," ",46," ",50.3," "
"Pomona","Los Angeles Basin","1/19/2020",1500,19,0," ",0,327,6.8,22.8888888888889,0.020770924,73.2," ",24," ",34.7," ",2.2," ",215," ",50.4," "
"Pomona","Los Angeles Basin","1/19/2020",1600,19,0," ",0,257,8.1,21.2777777777778,0.028160664,70.3," ",32," ",39," ",3," ",222," ",50.6," "
"Pomona","Los Angeles Basin","1/19/2020",1700,19,0," ",0,56,9.2,18.4444444444444,0.034312036,65.2," ",44," ",42.5," ",1.4," ",253," ",50.7," "
"Pomona","Los Angeles Basin","1/19/2020",1800,19,0," ",0,1,10.1,15.2222222222222,0.03845017,59.4," ",58," ",44.9," ",1.2," ",19," ",50.8," "
"Pomona","Los Angeles Basin","1/19/2020",1900,19,0," ",0,0,10.4,14.1111111111111,0.03946752,57.4," ",64," ",45.5," ",1.1," ",347," ",51," "
"Pomona","Los Angeles Basin","1/19/2020",2000,19,0," ",0,0,9.8,14.0555555555556,0.036754538,57.3," ",61," ",44.1," ",1.6," ",27," ",51.1," "
"Pomona","Los Angeles Basin","1/19/2020",2100,19,0," ",0,0,9.2,14.3888888888889,0.034491256,57.9," ",56," ",42.4," ",2.4," ",212," ",51.2," "
"Pomona","Los Angeles Basin","1/19/2020",2200,19,0," ",0,0,8.9,13.7222222222222,0.030760114,56.7," ",57," ",41.5," ",2.7," ",222," ",51.2," "
"Pomona","Los Angeles Basin","1/19/2020",2300,19,0," ",0,0,9.2,11.6111111111111,0.031462112,52.9," ",68," ",42.5," ",2.5," ",217," ",51.3," "
"Pomona","Los Angeles Basin","1/19/2020",2400,19,0," ",0,0,9.2,10.7222222222222,0.029836978,51.3," ",71," ",42.3," ",1.9," ",157," ",51.3," "
"Pomona","Los Angeles Basin","1/20/2020",100,20,0," ",0,0,9,10.2222222222222,0.02897937,50.4," ",72," ",41.9," ",1.9," ",170," ",51.3," "
"Pomona","Los Angeles Basin","1/20/2020",200,20,0," ",0,0,9,10.1111111111111,0.026959408,50.2," ",73," ",41.8," ",2," ",221," ",51.3," "
"Pomona","Los Angeles Basin","1/20/2020",300,20,0," ",0,0,9.3,9.22222222222222,0.026707978,48.6," ",80," ",42.6," ",1.7," ",22," ",51.3," "
"Pomona","Los Angeles Basin","1/20/2020",400,20,0," ",0,0,9.4,9.88888888888889,0.026861084,49.8," ",77," ",42.8," ",3.1," ",34," ",51.3," "
"Pomona","Los Angeles Basin","1/20/2020",500,20,0," ",0,0,8.9,11.1666666666667,0.028191638,52.1," ",67," ",41.5," ",4.2," ",15," ",51.3," "
"Pomona","Los Angeles Basin","1/20/2020",600,20,0," ",0,0,8.7,11.1666666666667,0.032353146,52.1," ",65," ",40.8," ",4.4," ",31," ",51.2," "
"Pomona","Los Angeles Basin","1/20/2020",700,20,0," ",0,0,8.5,11.3333333333333,0.032926498,52.4," ",63," ",40.4," ",3.5," ",36," ",51.2," "
"Pomona","Los Angeles Basin","1/20/2020",800,20,0," ",0,67,9,10.6111111111111,0.036032092,51.1," ",70," ",41.7," ",2.6," ",215," ",51.2," "
"Pomona","Los Angeles Basin","1/20/2020",900,20,0," ",0,224,9.5,11.7777777777778,0.034959458,53.2," ",69," ",43.2," ",1.9," ",213," ",51.1," "
"Pomona","Los Angeles Basin","1/20/2020",1000,20,0," ",0,311,9.9,13.1666666666667,0.0313962,55.7," ",65," ",44.2," ",2.7," ",120," ",51.1," "
"Pomona","Los Angeles Basin","1/20/2020",1100,20,0," ",0,497,10.4,14.6666666666667,0.02878459,58.4," ",62," ",45.6," ",2.1," ",19," ",51," "
"Pomona","Los Angeles Basin","1/20/2020",1200,20,0," ",0,396,9.9,15.2222222222222,0.027284826,59.4," ",57," ",44.3," ",3.4," ",84," ",51," "
"Pomona","Los Angeles Basin","1/20/2020",1300,20,0.01," ",0,520,10,16.0555555555556,0.02615896,60.9," ",55," ",44.5," ",3.8," ",305," ",51," "
"Pomona","Los Angeles Basin","1/20/2020",1400,20,0.01," ",0,635,11.1,16.2222222222222,0.026640528,61.2," ",60," ",47.4," ",5," ",281," ",51.1," "
"Pomona","Los Angeles Basin","1/20/2020",1500,20,0," ",0,347,11.1,15.9444444444444,0.02853775,60.7," ",61," ",47.3," ",3.1," ",276," ",51.1," "
"Pomona","Los Angeles Basin","1/20/2020",1600,20,0," ",0,168,11.3,15.8333333333333,0.03132798,60.5," ",63," ",47.7," ",2," ",243," ",51.2," "
"Pomona","Los Angeles Basin","1/20/2020",1700,20,0," ",0,63,11.9,15.1666666666667,0.039209296,59.3," ",69," ",49," ",2.2," ",241," ",51.2," "
"Pomona","Los Angeles Basin","1/20/2020",1800,20,0," ",0,2,12,13.9444444444444,0.043076182,57.1," ",75," ",49.4," ",1.1," ",76," ",51.3," "
"Pomona","Los Angeles Basin","1/20/2020",1900,20,0," ",0,0,12,13.1666666666667,0.0420391,55.7," ",79," ",49.3," ",1.4," ",246," ",51.4," "
"Pomona","Los Angeles Basin","1/20/2020",2000,20,0," ",0,0,12,13.3333333333333,0.040266904,56," ",78," ",49.4," ",1.8," ",197," ",51.5," "
"Pomona","Los Angeles Basin","1/20/2020",2100,20,0," ",0,0,12.2,13.2777777777778,0.036757116,55.9," ",80," ",49.8," ",1.6," ",248," ",51.5," "
"Pomona","Los Angeles Basin","1/20/2020",2200,20,0," ",0,0,11.7,12.9444444444444,0.033832498,55.3," ",79," ",48.8," ",1.3," ",240," ",51.5," "
"Pomona","Los Angeles Basin","1/20/2020",2300,20,0," ",0,0,12,12.7222222222222,0.032422398,54.9," ",82," ",49.4," ",2.9," ",222," ",51.6," "
"Pomona","Los Angeles Basin","1/20/2020",2400,20,0," ",0,0,12.6,12.7222222222222,0.030859026,54.9," ",86," ",50.7," ",2.6," ",246," ",51.6," "
"Pomona","Los Angeles Basin","1/21/2020",100,21,0," ",0,0,12.9,12.6666666666667,0.028304538,54.8," ",88," ",51.3," ",2.1," ",244," ",51.6," "
"Pomona","Los Angeles Basin","1/21/2020",200,21,0," ",0,0,12.8,12,0.02703993,53.6," ",91," ",51," ",1.4," ",91," ",51.6," "
"Pomona","Los Angeles Basin","1/21/2020",300,21,0," ",0,0,13.1,11.7777777777778,0.026536304,53.2," ",95," ",51.7," ",1.6," ",185," ",51.6," "
"Pomona","Los Angeles Basin","1/21/2020",400,21,0," ",0,0,12.9,11.3333333333333,0.026504152,52.4," ",96," ",51.3," ",1," ",135," ",51.7," "
"Pomona","Los Angeles Basin","1/21/2020",500,21,0," ",0,0,13.1,11.3888888888889,0.02691759,52.5," ",97," ",51.7," ",1.2," ",233," ",51.7," "
"Pomona","Los Angeles Basin","1/21/2020",600,21,0," ",0,0,13.3,11.6666666666667,0.030667748,53," ",97," ",52.2," ",1.9," ",219," ",51.7," "
"Pomona","Los Angeles Basin","1/21/2020",700,21,0," ",0,0,12.3,11.3333333333333,0.037885864,52.4," ",91," ",50," ",2.7," ",204," ",51.6," "
"Pomona","Los Angeles Basin","1/21/2020",800,21,0," ",0,37,12.3,11.3888888888889,0.035222162,52.5," ",91," ",50," ",1.4," ",223," ",51.6," "
"Pomona","Los Angeles Basin","1/21/2020",900,21,0," ",0,212,13,12.1666666666667,0.032824984,53.9," ",91," ",51.5," ",1.2," ",216," ",51.6," "
"Pomona","Los Angeles Basin","1/21/2020",1000,21,0," ",0,570,12.9,13.0555555555556,0.026225336,55.5," ",86," ",51.3," ",2," ",219," ",51.7," "
"Pomona","Los Angeles Basin","1/21/2020",1100,21,0.01," ",0,750,12.3,14.0555555555556,0.02308153,57.3," ",76," ",50," ",3.3," ",245," ",51.7," "
"Pomona","Los Angeles Basin","1/21/2020",1200,21,0.01," ",0,595,12.1,14.5,0.020301282,58.1," ",74," ",49.7," ",5.1," ",246," ",51.7," "
"Pomona","Los Angeles Basin","1/21/2020",1300,21,0," ",0,371,11.8,14.4444444444444,0.019796092,58," ",72," ",48.9," ",5.5," ",237," ",51.7," "
"Pomona","Los Angeles Basin","1/21/2020",1400,21,0," ",0,173,11.9,14.2777777777778,0.018663766,57.7," ",73," ",49.2," ",4.7," ",254," ",51.7," "
"Pomona","Los Angeles Basin","1/21/2020",1500,21,0," ",0,101,12.3,13.7777777777778,0.021002234,56.8," ",78," ",50.1," ",5.1," ",231," ",51.8," "
"Pomona","Los Angeles Basin","1/21/2020",1600,21,0," ",0,85,12.1,14.0555555555556,0.026298876,57.3," ",75," ",49.5," ",4," ",235," ",51.9," "
"Pomona","Los Angeles Basin","1/21/2020",1700,21,0," ",0,31,11.8,13.8888888888889,0.031978406,57," ",75," ",49," ",5.2," ",230," ",52," "
"Pomona","Los Angeles Basin","1/21/2020",1800,21,0," ",0,2,11.7,13.5,0.040997204,56.3," ",75," ",48.6," ",3.4," ",227," ",52," "
"Pomona","Los Angeles Basin","1/21/2020",1900,21,0," ",0,0,11.9,13.2777777777778,0.041227502,55.9," ",78," ",49.2," ",4," ",241," ",52.1," "
"Pomona","Los Angeles Basin","1/21/2020",2000,21,0," ",0,0,11.5,12,0.036914968,53.6," ",82," ",48.3," ",2.7," ",252," ",52.1," "
"Pomona","Los Angeles Basin","1/21/2020",2100,21,0," ",0,0,11.5,11.8888888888889,0.033750522,53.4," ",83," ",48.3," ",3.2," ",227," ",52.1," "
"Pomona","Los Angeles Basin","1/21/2020",2200,21,0," ",0,0,11.1,10.6111111111111,0.03132182,51.1," ",87," ",47.3," ",2.2," ",206," ",52.1," "
"Pomona","Los Angeles Basin","1/21/2020",2300,21,0," ",0,0,11.4,10.3333333333333,0.03004925,50.6," ",90," ",47.9," ",1.5," ",350," ",52.2," "
"Pomona","Los Angeles Basin","1/21/2020",2400,21,0," ",0,0,11.7,10.7222222222222,0.02733354,51.3," ",91," ",48.6," ",1.3," ",231," ",52.2," "
"Pomona","Los Angeles Basin","1/22/2020",100,22,0," ",0,0,11.8,10.9444444444444,0.022876204,51.7," ",90," ",48.9," ",1.2," ",320," ",52.2," "
"Pomona","Los Angeles Basin","1/22/2020",200,22,0," ",0,0,11.2,9.72222222222222,0.022495078,49.5," ",93," ",47.5," ",1.3," ",43," ",52.1," "
"Pomona","Los Angeles Basin","1/22/2020",300,22,0," ",0.01,0,12,10.1666666666667,0.021945698,50.3," ",97," ",49.4," ",1.5," ",344," ",52.2," "
"Pomona","Los Angeles Basin","1/22/2020",400,22,0," ",0.06,0,12.1,10.1111111111111,0.022299218,50.2," ",97," ",49.5," ",1.1," ",331," ",52.4," "
"Pomona","Los Angeles Basin","1/22/2020",500,22,0," ",0,0,12.1,10.2222222222222,0.02371914,50.4," ",97," ",49.6," ",1," ",337," ",52.3," "
"Pomona","Los Angeles Basin","1/22/2020",600,22,0," ",0,0,12.1,10.2222222222222,0.025575774,50.4," ",97," ",49.6," ",1.1," ",28," ",52.3," "
"Pomona","Los Angeles Basin","1/22/2020",700,22,0," ",0,1,12.2,10.5,0.035712654,50.9," ",96," ",49.8," ",1.5," ",75," ",52.3," "
"Pomona","Los Angeles Basin","1/22/2020",800,22,0," ",0,49,12.1,10.8333333333333,0.035377316,51.5," ",93," ",49.6," ",2," ",68," ",52.2," "
"Pomona","Los Angeles Basin","1/22/2020",900,22,0," ",0,186,12.2,11.2222222222222,0.027302542,52.2," ",91," ",49.7," ",2.3," ",54," ",52.2," "
"Pomona","Los Angeles Basin","1/22/2020",1000,22,0," ",0,588,12.4,12.7777777777778,0.02230538,55," ",84," ",50.2," ",2.1," ",108," ",52.3," "
"Pomona","Los Angeles Basin","1/22/2020",1100,22,0.01," ",0,748,12.2,13.6111111111111,0.019841972,56.5," ",78," ",49.8," ",2.3," ",185," ",52.2," "
"Pomona","Los Angeles Basin","1/22/2020",1200,22,0.01," ",0,1123,12,15.1666666666667,0.017606892,59.3," ",69," ",49.3," ",3," ",2," ",52.3," "
"Pomona","Los Angeles Basin","1/22/2020",1300,22,0.01," ",0,953,11.9,15.7777777777778,0.016026154,60.4," ",66," ",49.1," ",3.4," ",293," ",52.3," "
"Pomona","Los Angeles Basin","1/22/2020",1400,22,0.01," ",0,864,11.8,16.3333333333333,0.015228978,61.4," ",63," ",48.9," ",2.6," ",268," ",52.3," "
"Pomona","Los Angeles Basin","1/22/2020",1500,22,0.01," ",0,811,11.9,16.8333333333333,0.017680198,62.3," ",62," ",49," ",3.9," ",280," ",52.4," "
"Pomona","Los Angeles Basin","1/22/2020",1600,22,0.01," ",0,556,11.8,16.9444444444444,0.024526248,62.5," ",61," ",49," ",3.3," ",297," ",52.5," "
"Pomona","Los Angeles Basin","1/22/2020",1700,22,0," ",0,191,11.7,16.3333333333333,0.032217646,61.4," ",63," ",48.8," ",2.4," ",278," ",52.6," "
"Pomona","Los Angeles Basin","1/22/2020",1800,22,0," ",0,6,11.5,13.7777777777778,0.048436812,56.8," ",73," ",48.3," ",1.1," ",348," ",52.7," "
"Pomona","Los Angeles Basin","1/22/2020",1900,22,0," ",0,0,11.4,12.1666666666667,0.044570022,53.9," ",80," ",48," ",1.6," ",207," ",52.8," "
"Pomona","Los Angeles Basin","1/22/2020",2000,22,0," ",0,0,11.2,10.7222222222222,0.04077251,51.3," ",87," ",47.6," ",1.1," ",26," ",53," "
"Pomona","Los Angeles Basin","1/22/2020",2100,22,0," ",0,0,10.9,9.61111111111111,0.036597474,49.3," ",91," ",46.9," ",1.6," ",14," ",53," "
"Pomona","Los Angeles Basin","1/22/2020",2200,22,0," ",0,0,10.9,9.16666666666667,0.033796842,48.5," ",94," ",46.7," ",1.3," ",23," ",53," "
"Pomona","Los Angeles Basin","1/22/2020",2300,22,0," ",0.02,0,10.8,8.83333333333333,0.029540946,47.9," ",95," ",46.7," ",1.4," ",16," ",53," "
"Pomona","Los Angeles Basin","1/22/2020",2400,22,0," ",0,0,10.3,8,0.028646546,46.4," ",96," ",45.4," ",1.7," ",21," ",53," "
"Pomona","Los Angeles Basin","1/23/2020",100,23,0," ",0,0,10.7,8.77777777777778,0.027205168,47.8," ",95," ",46.3," ",2.8," ",8," ",52.9," "
"Pomona","Los Angeles Basin","1/23/2020",200,23,0," ",0,0,11,9.94444444444445,0.025094464,49.9," ",89," ",47," ",3.1," ",14," ",52.9," "
"Pomona","Los Angeles Basin","1/23/2020",300,23,0," ",0,0,10.4,9.33333333333333,0.023883588,48.8," ",88," ",45.6," ",3.5," ",1," ",52.8," "
"Pomona","Los Angeles Basin","1/23/2020",400,23,0," ",0,0,10.4,9.5,0.02465817,49.1," ",88," ",45.6," ",3.8," ",22," ",52.7," "
"Pomona","Los Angeles Basin","1/23/2020",500,23,0," ",0,0,10.1,8.72222222222222,0.026652784,47.7," ",90," ",44.8," ",3.7," ",13," ",52.6," "
"Pomona","Los Angeles Basin","1/23/2020",600,23,0," ",0,0,9.7,7.94444444444444,0.030015286,46.3," ",91," ",43.8," ",3," ",21," ",52.5," "
"Pomona","Los Angeles Basin","1/23/2020",700,23,0," ",0,2,9.3,7.55555555555556,0.032195072,45.6," ",89," ",42.5," ",2.8," ",2," ",52.4," "
"Pomona","Los Angeles Basin","1/23/2020",800,23,0," ",0,159,9.5,8.27777777777778,0.03363181,46.9," ",87," ",43.3," ",1.5," ",325," ",52.4," "
"Pomona","Los Angeles Basin","1/23/2020",900,23,0," ",0,525,11,13.7222222222222,0.021909432,56.7," ",70," ",47.1," ",2.1," ",69," ",52.3," "
"Pomona","Los Angeles Basin","1/23/2020",1000,23,0.01," ",0,898,10.2,17.7222222222222,0.01971992,63.9," ",50," ",45," ",1.5," ",64," ",52.2," "
"Pomona","Los Angeles Basin","1/23/2020",1100,23,0.01," ",0,1150,9.8,20.7222222222222,0.017854784,69.3," ",40," ",44," ",2.2," ",184," ",52.1," "
"Pomona","Los Angeles Basin","1/23/2020",1200,23,0.01," ",0,1313,9.4,22.1666666666667,0.016301256,71.9," ",35," ",43," ",2," ",253," ",52.1," "
"Pomona","Los Angeles Basin","1/23/2020",1300,23,0.02," ",0,1310,10.1,22.9444444444444,0.015270106,73.3," ",36," ",44.9," ",4," ",256," ",52.1," "
"Pomona","Los Angeles Basin","1/23/2020",1400,23,0.02," ",0,1225,9.6,23,0.015352718,73.4," ",34," ",43.5," ",5.5," ",278," ",52.1," "
"Pomona","Los Angeles Basin","1/23/2020",1500,23,0.01," ",0,965,9.5,22.9444444444444,0.018032832,73.3," ",34," ",43.3," ",5.8," ",271," ",52.2," "
"Pomona","Los Angeles Basin","1/23/2020",1600,23,0.01," ",0,606,9.8,22.7222222222222,0.021691524,72.9," ",35," ",43.9," ",5.5," ",260," ",52.3," "
"Pomona","Los Angeles Basin","1/23/2020",1700,23,0," ",0,239,9.3,21,0.028130904,69.8," ",37," ",42.5," ",4.4," ",261," ",52.5," "
"Pomona","Los Angeles Basin","1/23/2020",1800,23,0," ",0,8,9.3,17.7777777777778,0.042459486,64," ",46," ",42.7," ",2," ",201," ",52.6," "
"Pomona","Los Angeles Basin","1/23/2020",1900,23,0," ",0,0,9.3,15.5555555555556,0.040578748,60," ",53," ",42.7," ",1.8," ",99," ",52.8," "
"Pomona","Los Angeles Basin","1/23/2020",2000,23,0," ",0,0,9.7,12.7777777777778,0.03657556,55," ",66," ",43.8," ",1.7," ",23," ",52.9," "
"Pomona","Los Angeles Basin","1/23/2020",2100,23,0," ",0,0,10.1,11.5,0.03478671,52.7," ",74," ",44.7," ",1.2," ",28," ",53," "
"Pomona","Los Angeles Basin","1/23/2020",2200,23,0," ",0,0,9.9,12.3333333333333,0.033314046,54.2," ",69," ",44.2," ",3.4," ",3," ",53," "
"Pomona","Los Angeles Basin","1/23/2020",2300,23,0," ",0,0,9.6,13.7222222222222,0.02984111,56.7," ",61," ",43.5," ",3.3," ",7," ",53," "
"Pomona","Los Angeles Basin","1/23/2020",2400,23,0," ",0,0,9.5,13.7222222222222,0.02779022,56.7," ",61," ",43.3," ",2.7," ",22," ",53," "
"Pomona","Los Angeles Basin","1/24/2020",100,24,0," ",0,0,9.5,12.1111111111111,0.02597994,53.8," ",67," ",43.1," ",2.9," ",359," ",53," "
"Pomona","Los Angeles Basin","1/24/2020",200,24,0," ",0,0,9.3,11.2222222222222,0.025550944,52.2," ",70," ",42.7," ",3.5," ",9," ",53," "
"Pomona","Los Angeles Basin","1/24/2020",300,24,0," ",0,0,10.3,11.8333333333333,0.023963214,53.3," ",74," ",45.2," ",2.9," ",9," ",52.9," "
"Pomona","Los Angeles Basin","1/24/2020",400,24,0," ",0,0,9.3,11.5555555555556,0.024182872,52.8," ",68," ",42.6," ",3.4," ",16," ",53.3," "
"Pomona","Los Angeles Basin","1/24/2020",500,24,0," ",0,0,9.3,11.2222222222222,0.025181248,52.2," ",70," ",42.6," ",3.2," ",10," ",53.2," "
"Pomona","Los Angeles Basin","1/24/2020",600,24,0," ",0,0,9.1,11.4444444444444,0.02781646,52.6," ",68," ",42.2," ",3.9," ",13," ",53.2," "
"Pomona","Los Angeles Basin","1/24/2020",700,24,0," ",0,2,8.8,11.2222222222222,0.035276198,52.2," ",66," ",41.3," ",3.3," ",35," ",53.2," "
"Pomona","Los Angeles Basin","1/24/2020",800,24,0," ",0,63,9,10.6666666666667,0.03272554,51.2," ",70," ",41.9," ",3.4," ",20," ",53.2," "
